# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Apr 12 09:35:19 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbperstr > 0
# CONSTRAINT:  and pl_orbeccenstr > 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
#
pl_name,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim
BD-10 3166 b,Radial Velocity,2000,3.48777000,0.00011000,-0.00011000,0,0.020000,0.020000,-0.020000,0
CoRoT-31 b,Transit,2020,4.62941000,0.00075000,-0.00075000,0,0.020000,0.160000,-0.160000,0
GJ 581 b,Radial Velocity,2005,5.36879000,0.00015000,-0.00015000,0,0.020000,0.022000,-0.014000,0
GJ 667 C c,Radial Velocity,2011,28.14000000,0.05300000,-0.06500000,0,0.020000,0.150000,-0.020000,0
GJ 667 C e,Radial Velocity,2013,62.24000000,0.55000000,-0.55000000,0,0.020000,0.220000,-0.020000,0
HAT-P-22 b,Transit,2010,3.21222000,0.00000900,-0.00000900,0,0.020000,0.010000,-0.010000,0
HAT-P-35 b,Transit,2011,3.64670600,0.00002100,-0.00002100,0,0.020000,,,1
HD 13908 b,Radial Velocity,2013,19.38200000,0.00600000,-0.00600000,0,0.020000,0.018000,-0.018000,0
HD 13931 b,Radial Velocity,2009,4218.00000000,390.00000000,-390.00000000,0,0.020000,0.040000,-0.040000,0
HD 13931 b,Radial Velocity,2009,4449.00000000,54.00000000,-50.00000000,0,0.020000,0.021000,-0.014000,0
HD 13931 b,Radial Velocity,2009,4218.00000000,388.00000000,-388.00000000,0,0.020000,0.050000,-0.050000,0
HD 149143 b,Radial Velocity,2005,4.07200000,0.00700000,-0.00700000,0,0.020000,0.010000,-0.010000,0
HD 159243 b,Radial Velocity,2013,12.62000000,0.00400000,-0.00400000,0,0.020000,0.018000,-0.018000,0
HD 195019 b,Radial Velocity,1998,18.20000000,0.00600000,-0.00600000,0,0.020000,0.020000,-0.020000,0
HD 219134 b,Radial Velocity,2015,3.09350000,0.00030000,-0.00030000,0,0.020000,0.120000,0.000000,0
HD 23079 b,Radial Velocity,2001,626.00000000,24.00000000,-24.00000000,0,0.020000,0.120000,-0.120000,0
HD 40307 f,Radial Velocity,2013,51.76000000,0.50000000,-0.46000000,0,0.020000,0.200000,-0.020000,0
HD 5319 b,Radial Velocity,2007,641.00000000,2.00000000,-2.00000000,0,0.020000,0.030000,-0.030000,0
HD 5319 b,Radial Velocity,2007,641.00000000,2.00000000,-2.00000000,0,0.020000,0.030000,-0.030000,0
HD 60532 c,Radial Velocity,2008,604.00000000,9.00000000,-9.00000000,0,0.020000,0.020000,-0.020000,0
HD 62509 b,Radial Velocity,2006,589.64000000,0.81000000,-0.81000000,0,0.020000,0.030000,-0.030000,0
HD 65216 c,Radial Velocity,2013,152.60000000,0.60000000,-0.60000000,0,0.020000,0.100000,-0.100000,0
HIP 105854 b,Radial Velocity,2014,184.20000000,0.50000000,-0.50000000,0,0.020000,0.030000,-0.030000,0
HIP 91258 b,Radial Velocity,2013,5.05050000,0.00150000,-0.00150000,0,0.020000,0.010000,-0.010000,0
K2-199 b,Transit,2018,3.22539930,0.00000240,-0.00000240,0,0.020000,0.030000,-0.020000,0
KOI-984 c,Transit Timing Variations,2022,8.59990000,0.00040000,-0.00040000,0,0.020000,0.006000,-0.006000,0
Kepler-100 c,Transit,2014,12.81590900,0.00002600,-0.00002600,0,0.020000,0.150000,-0.010000,0
Kepler-103 c,Transit,2014,179.61330000,0.00470000,-0.00470000,0,0.020000,0.190000,-0.020000,0
Kepler-107 b,Transit,2014,3.18002600,0.00001200,-0.00001200,0,0.020000,0.200000,-0.020000,0
Kepler-107 c,Transit,2014,4.90144100,0.00003000,-0.00003000,0,0.020000,0.260000,-0.020000,0
Kepler-107 e,Transit,2014,14.74917600,0.00003400,-0.00003400,0,0.020000,0.180000,-0.020000,0
Kepler-126 d,Transit,2014,100.28208000,0.00041000,-0.00041000,0,0.020000,0.090000,-0.020000,0
Kepler-138 b,Transit,2014,10.31340000,0.00030000,-0.00030000,0,0.020000,0.009000,-0.009000,0
Kepler-17 b,Transit,2011,1.48571091,0.00000021,-0.00000021,0,0.020000,,,1
Kepler-197 b,Transit,2014,5.59929300,0.00003900,-0.00003900,0,0.020000,0.230000,-0.020000,0
Kepler-21 b,Transit,2012,2.78578000,0.00003000,-0.00003000,0,0.020000,0.100000,-0.100000,0
Kepler-23 c,Transit,2011,10.74243400,0.00003900,-0.00003900,0,0.020000,0.390000,-0.020000,0
Kepler-42 d,Transit,2011,1.86511236,0.00000075,-0.00000071,0,0.020000,0.220000,-0.020000,0
Kepler-437 b,Transit,2015,66.65062000,0.00033000,-0.00032000,0,0.020000,0.080000,-0.020000,-1
Kepler-445 b,Transit,2015,2.98416640,0.00000891,-0.00000936,0,0.020000,0.160000,-0.020000,0
Kepler-450 b,Transit,2015,28.45485100,0.00002500,-0.00002500,0,0.020000,0.140000,-0.020000,0
Kepler-450 c,Transit,2015,15.41313500,0.00008500,-0.00008500,0,0.020000,0.170000,-0.020000,0
Kepler-65 b,Transit,2012,2.15491560,0.00000250,-0.00000250,0,0.020000,0.170000,-0.020000,0
Kepler-65 c,Transit,2012,5.85969700,0.00009300,-0.00009900,0,0.020000,0.022000,-0.013000,0
Kepler-68 b,Transit,2013,5.39875330,0.00000130,-0.00000130,0,0.020000,0.130000,-0.020000,0
PSR B1257+12 d,Pulsar Timing,1992,98.23400000,0.02100000,-0.02100000,0,0.020000,0.006000,-0.006000,0
Proxima Cen b,Radial Velocity,2016,11.18680000,0.00290000,-0.00310000,0,0.020000,0.040000,-0.020000,0
TOI-5205 b,Transit,2023,1.63075700,0.00000100,-0.00000100,0,0.020000,0.020000,-0.014000,0
WASP-12 b,Transit,2008,1.09142090,0.00000020,-0.00000020,0,0.020000,,,1
WASP-17 b,Transit,2009,3.73548450,0.00000190,-0.00000190,0,0.020000,,,1
WASP-22 b,Transit,2010,3.53269000,0.00001000,-0.00001000,0,0.020000,0.010000,-0.010000,0
WASP-80 b,Transit,2012,3.06785952,0.00000077,-0.00000077,0,0.020000,,,1
YZ Cet d,Radial Velocity,2017,4.65680000,0.00040000,-0.00040000,0,0.020000,0.250000,-0.020000,0
ups And b,Radial Velocity,1996,4.61712000,0.00009000,-0.00009000,0,0.020000,0.023000,-0.023000,0
HAT-P-13 b,Transit,2009,2.91626000,0.00001000,-0.00001000,0,0.021000,0.009000,-0.009000,0
Kepler-12 b,Transit,2011,4.43796370,0.00000020,-0.00000020,0,0.021000,,,1
Kepler-44 b,Transit,2011,3.24674000,0.00001800,-0.00001800,0,0.021000,,,1
Kepler-47 b,Transit,2012,49.46430000,0.00810000,-0.00740000,0,0.021000,0.002500,-0.002200,0
WASP-22 b,Transit,2010,3.53273130,0.00000580,-0.00000580,0,0.021000,,,1
XO-5 b,Transit,2008,4.18775581,0.00000058,-0.00000058,0,0.021000,,,1
Kepler-454 c,Radial Velocity,2015,523.90000000,0.70000000,-0.70000000,0,0.021400,0.007700,-0.007700,0
ups And b,Radial Velocity,1996,4.61703300,0.00002300,-0.00002300,0,0.021500,0.000700,-0.000700,0
BD-10 3166 b,Radial Velocity,2000,3.48790500,0.00007800,-0.00008100,0,0.022000,0.024000,-0.015000,0
GJ 581 b,Radial Velocity,2005,5.36800000,0.00100000,-0.00100000,0,0.022000,0.027000,-0.005000,0
HD 179949 b,Radial Velocity,2000,3.09251400,0.00003200,-0.00003200,0,0.022000,0.015000,-0.015000,0
HD 179949 b,Radial Velocity,2000,3.09250000,0.00003000,-0.00003000,0,0.022000,0.014000,-0.014000,0
HD 181342 b,Radial Velocity,2009,564.10000000,4.10000000,-4.10000000,0,0.022000,0.051000,-0.051000,0
HD 73534 b,Radial Velocity,2008,1707.00000000,37.00000000,-35.00000000,0,0.022000,0.058000,-0.037000,0
K2-34 b,Transit,2016,2.99565400,0.00001800,-0.00001800,0,0.022000,,,1
KOI-94 d,Transit,2013,22.34298900,0.00000670,-0.00000670,0,0.022000,0.038000,-0.038000,0
Kepler-30 d,Transit,2012,143.34394000,0.00858000,-0.00858000,0,0.022000,0.005000,-0.005000,0
PSR B1257+12 c,Pulsar Timing,1992,66.56300000,0.00900000,-0.00900000,0,0.022000,0.007000,-0.007000,0
WASP-46 b,Transit,2011,1.43037000,0.00000230,-0.00000230,0,0.022000,,,1
WASP-50 b,Transit,2011,1.95509380,0.00000130,-0.00000130,0,0.022000,,,1
HAT-P-25 b,Transit,2010,3.65281514,0.00000076,-0.00000075,0,0.023000,0.022000,-0.014000,0
K2-19 b,Transit,2015,7.91951000,0.00040000,-0.00012000,0,0.023000,0.240000,-0.020000,0
WASP-22 b,Transit,2010,3.53269000,0.00004000,-0.00004000,0,0.023000,0.012000,-0.012000,0
WASP-68 b,Transit,2014,5.08429800,0.00001500,-0.00001500,0,0.023000,,,1
tau Boo b,Radial Velocity,1996,3.31246300,0.00001400,-0.00001400,0,0.023000,0.015000,-0.015000,0
CoRoT-2 b,Transit,2008,1.74299673,0.00000031,-0.00000031,0,0.024000,,,1
HAT-P-19 b,Transit,2010,4.00877800,0.00000600,-0.00000600,0,0.024000,,,1
HATS-4 b,Transit,2014,2.51672900,0.00000200,-0.00000200,0,0.024000,,,1
HD 159868 b,Radial Velocity,2006,1184.10000000,7.10000000,-7.10000000,0,0.024000,0.019000,-0.019000,0
HD 75289 b,Radial Velocity,1999,3.50980000,0.00070000,-0.00070000,0,0.024000,0.021000,-0.021000,0
HIP 91258 b,Radial Velocity,2013,5.05050000,0.00150000,-0.00150000,0,0.024000,0.014000,-0.014000,0
Kepler-138 d,Transit,2014,23.08933000,0.00071000,-0.00071000,0,0.024000,0.030000,-0.016000,0
Kepler-47 d,Transit,2019,187.36600000,0.06900000,-0.05100000,0,0.024000,0.025000,-0.017000,0
Kepler-5 b,Transit,2009,3.54846000,0.00003200,-0.00003200,0,0.024000,,,1
TOI-1478 b,Transit,2021,10.18024900,0.00001500,-0.00001500,0,0.024000,0.032000,-0.017000,0
TOI-905 b,Transit,2020,3.73949400,0.00003800,-0.00003800,0,0.024000,0.025000,-0.017000,0
55 Cnc d,Radial Velocity,2002,5218.00000000,230.00000000,-230.00000000,0,0.025000,0.030000,-0.030000,0
CoRoT-18 b,Transit,2011,1.90006930,0.00000280,-0.00000280,0,0.025000,,,1
HAT-P-35 b,Transit,2011,3.64670600,0.00002100,-0.00002100,0,0.025000,0.018000,-0.018000,0
HD 12661 c,Radial Velocity,2002,1696.70000000,2.30000000,-2.40000000,0,0.025000,0.012000,-0.012000,0
HD 219134 h,Radial Velocity,2015,2104.00000000,16.00000000,-17.00000000,0,0.025000,0.027000,-0.018000,0
Kepler-10 c,Transit,2011,45.29427000,0.00012000,-0.00012000,0,0.025000,0.027000,-0.025000,0
Kepler-43 b,Transit,2011,3.02409500,0.00002100,-0.00002100,0,0.025000,,,1
Kepler-79 d,Transit,2014,52.09020000,0.00090000,-0.00100000,0,0.025000,0.059000,-0.023000,0
TOI-1107 b,Transit,2022,4.07823870,0.00000240,-0.00000250,0,0.025000,0.023000,-0.016000,0
WASP-34 b,Transit,2010,4.31767820,0.00000450,-0.00000450,0,0.025000,,,1
HD 10180 e,Radial Velocity,2010,49.74500000,0.02200000,-0.02200000,0,0.026000,0.036000,-0.036000,0
Kepler-11 b,Transit,2010,10.30448000,0.00002000,-0.00002000,0,0.026000,0.027000,-0.017000,0
Kepler-11 c,Transit,2010,13.02410000,0.00130000,-0.00080000,0,0.026000,0.063000,-0.013000,0
Kepler-7 b,Transit,2009,4.88548860,0.00000130,-0.00000130,0,0.026000,,,1
WASP-41 b,Transit,2012,3.05240400,0.00000090,-0.00000090,0,0.026000,,,1
WASP-47 b,Transit,2012,4.15914090,0.00000720,-0.00000720,0,0.026000,,,1
WASP-49 b,Transit,2012,2.78173870,0.00000560,-0.00000560,0,0.026000,,,1
PSR B1257+12 d,Pulsar Timing,1992,98.22300000,0.00200000,-0.00200000,0,0.026400,0.000900,-0.000900,0
55 Cnc d,Radial Velocity,2002,4867.00000000,25.00000000,-26.00000000,0,0.026900,0.006100,-0.006500,0
TIC 172900988 b,Transit,2021,204.04600000,0.05700000,-0.05700000,0,0.026900,0.002100,-0.002100,0
91 Aqr b,Radial Velocity,2013,181.40000000,0.10000000,-0.10000000,0,0.027000,0.026000,-0.026000,0
GJ 876 b,Radial Velocity,1998,61.08200000,0.00600000,-0.01000000,0,0.027000,0.002000,-0.002000,0
HD 160691 c,Radial Velocity,2004,4472.96700000,1300.00000000,-1300.00000000,0,0.027000,0.120000,-0.120000,0
HD 167042 b,Radial Velocity,2007,412.60000000,4.00000000,-4.00000000,0,0.027000,0.040000,-0.040000,0
HD 189733 b,Radial Velocity,2005,2.21855500,0.00001500,-0.00001500,0,0.027000,0.021000,-0.018000,0
HD 34445 d,Radial Velocity,2017,117.87000000,0.18000000,-0.18000000,0,0.027000,0.051000,-0.027000,0
K2-30 b,Transit,2016,4.09850700,0.00002800,-0.00002800,0,0.027000,0.036000,-0.020000,0
Kepler-138 d,Transit,2014,23.09302000,0.00069000,-0.00092000,0,0.027000,0.005000,-0.005000,0
TOI-270 c,Transit,2019,5.66057310,0.00000310,-0.00000310,0,0.027000,0.021000,-0.021000,0
TIC 172900988 b,Transit,2021,200.45200000,0.01100000,-0.01100000,0,0.027100,0.001100,-0.001100,0
WASP-38 b,Transit,2010,6.87181500,0.00004500,-0.00004500,0,0.027800,0.003000,-0.002800,0
55 Cnc e,Radial Velocity,2004,0.73654780,0.00000160,-0.00000120,0,0.028000,0.022000,-0.019000,0
HAT-P-27 b,Transit,2011,3.03958240,0.00000350,-0.00000350,0,0.028000,,,1
HATS-57 b,Transit,2019,2.35062100,0.00000130,-0.00000130,0,0.028000,,,1
HD 177830 b,Radial Velocity,1999,407.37000000,0.21000000,-0.22000000,0,0.028000,0.017000,-0.017000,0
HD 189733 b,Radial Velocity,2005,2.21800000,0.00100000,-0.00090000,0,0.028000,,,0
HD 202696 c,Radial Velocity,2019,946.60000000,20.70000000,-20.90000000,0,0.028000,0.065000,-0.012000,0
HD 210702 b,Radial Velocity,2007,354.10000000,0.70000000,-0.70000000,0,0.028000,0.034000,-0.034000,0
Kepler-1705 c,Transit,2021,11.28000000,0.00110000,-0.00090000,0,0.028000,0.064000,-0.018000,0
Kepler-43 b,Transit,2011,3.02409309,0.00000020,-0.00000020,0,0.028000,,,1
Kepler-65 b,Transit,2012,2.15492090,0.00000860,-0.00000740,0,0.028000,0.031000,-0.020000,0
WASP-17 b,Transit,2009,3.73543800,0.00000680,-0.00000680,0,0.028000,0.015000,-0.018000,0
WASP-35 b,Transit,2011,3.16157500,0.00000200,-0.00000200,0,0.028000,,,1
WASP-38 b,Transit,2010,6.87188000,0.00001000,-0.00001000,0,0.028000,0.003000,-0.003000,0
rho CrB b,Radial Velocity,1997,39.64500000,0.08800000,-0.08800000,0,0.028000,0.040000,-0.040000,0
HATS-17 b,Transit,2016,16.25461100,0.00007300,-0.00007300,0,0.029000,0.022000,-0.022000,0
HD 130322 b,Radial Velocity,1999,10.70871000,0.00018000,-0.00018000,0,0.029000,0.016000,-0.016000,0
KELT-6 b,Transit,2014,7.84558210,0.00000700,-0.00000700,0,0.029000,0.016000,-0.013000,0
TOI-216.01,Transit,2019,34.55600000,0.01400000,-0.01000000,0,0.029000,0.037000,-0.020000,0
TOI-3235 b,Transit,2023,2.59261842,0.00000041,-0.00000041,0,0.029000,,,1
ups And b,Radial Velocity,1996,4.61708000,0.00006000,-0.00006000,0,0.029000,0.013000,-0.013000,0
Kepler-60 c,Transit,2012,8.91770000,0.00060000,-0.00060000,0,0.029100,,,0
55 Cnc b,Radial Velocity,1996,14.64700000,0.00100000,-0.00100000,0,0.030000,0.023000,-0.023000,0
55 Cnc c,Radial Velocity,2004,44.39890000,0.00420000,-0.00430000,0,0.030000,0.020000,-0.020000,0
GJ 667 C f,Radial Velocity,2013,39.02600000,0.19400000,-0.21100000,0,0.030000,0.160000,-0.030000,0
HAT-P-35 b,Transit,2011,3.64671000,0.00002100,-0.00002100,0,0.030000,0.020000,-0.020000,0
HAT-P-52 b,Transit,2015,2.75359530,0.00000940,-0.00000940,0,0.030000,,,1
HAT-P-59 b,Transit,2021,4.14197710,0.00000120,-0.00000120,0,0.030000,,,1
HD 104985 b,Radial Velocity,2003,198.20000000,0.30000000,-0.30000000,0,0.030000,0.020000,-0.020000,0
HD 111998 b,Radial Velocity,2016,825.90000000,6.20000000,-6.20000000,0,0.030000,0.040000,-0.040000,0
HD 121504 b,Radial Velocity,2003,63.33000000,0.03000000,-0.03000000,0,0.030000,0.010000,-0.010000,0
HD 121504 b,Radial Velocity,2003,63.33000000,0.03000000,-0.03000000,0,0.030000,0.010000,-0.010000,0
HD 155233 b,Radial Velocity,2015,885.00000000,63.00000000,-63.00000000,0,0.030000,0.200000,-0.200000,0
HD 187123 b,Radial Velocity,1998,3.09700000,0.00300000,-0.00300000,0,0.030000,0.030000,-0.030000,0
HD 191939 g,Transit,2022,284.00000000,10.00000000,-8.00000000,0,0.030000,0.025000,-0.011000,0
HD 195019 b,Radial Velocity,1998,18.27000000,0.14000000,-0.14000000,0,0.030000,0.020000,-0.020000,0
HD 22532 b,Radial Velocity,2022,872.60000000,2.80000000,-2.80000000,0,0.030000,0.030000,-0.030000,0
HD 37605 c,Radial Velocity,2012,2720.00000000,15.00000000,-15.00000000,0,0.030000,0.012000,-0.012000,0
HD 60532 c,Radial Velocity,2008,600.10000000,2.40000000,-2.40000000,0,0.030000,0.020000,-0.020000,0
HD 68402 b,Radial Velocity,2016,1103.00000000,33.00000000,-33.00000000,0,0.030000,0.060000,-0.060000,0
HD 70642 b,Radial Velocity,2003,2068.00000000,39.00000000,-39.00000000,0,0.030000,0.040000,-0.040000,0
HD 75289 b,Radial Velocity,1999,3.50927000,0.00006400,-0.00006400,0,0.030000,0.030000,-0.030000,0
HD 96063 b,Radial Velocity,2011,361.10000000,9.90000000,-9.90000000,0,0.030000,,,0
K2-199 c,Transit,2018,7.37448970,0.00000370,-0.00000370,0,0.030000,0.060000,-0.030000,0
K2-32 b,Transit,2016,8.99200000,0.00008000,-0.00008000,0,0.030000,0.032000,-0.021000,0
KELT-11 b,Transit,2017,4.73620830,0.00000410,-0.00000400,0,0.030000,0.038000,-0.022000,0
Kepler-103 b,Transit,2014,15.96531600,0.00001800,-0.00001800,0,0.030000,0.200000,-0.030000,0
Kepler-109 c,Transit,2014,21.22262000,0.00003000,-0.00003000,0,0.030000,0.190000,-0.030000,0
Kepler-127 c,Transit,2014,29.39344000,0.00017000,-0.00017000,0,0.030000,0.140000,-0.030000,0
Kepler-127 d,Transit,2014,48.62997000,0.00057000,-0.00057000,0,0.030000,0.280000,-0.030000,0
Kepler-197 d,Transit,2014,15.67787000,0.00013000,-0.00013000,0,0.030000,0.200000,-0.030000,0
Kepler-20 b,Transit,2011,3.69611525,0.00000115,-0.00000087,0,0.030000,0.090000,-0.030000,0
Kepler-338 c,Transit,2014,24.31168000,0.00087000,-0.00087000,0,0.030000,0.240000,-0.030000,0
Kepler-338 d,Transit,2014,44.42870000,0.00160000,-0.00160000,0,0.030000,0.220000,-0.030000,0
Kepler-438 b,Transit,2015,35.23319000,0.00025000,-0.00029000,0,0.030000,0.100000,-0.030000,-1
Kepler-439 b,Transit,2015,178.13960000,0.00160000,-0.00180000,0,0.030000,0.080000,-0.030000,-1
Kepler-449 b,Transit,2015,12.58242000,0.00027000,-0.00027000,0,0.030000,0.280000,-0.030000,0
Kepler-51 b,Transit,2012,45.15420000,0.00030000,-0.00030000,0,0.030000,0.010000,-0.010000,0
Kepler-79 c,Transit,2012,27.40290000,0.00080000,-0.00060000,0,0.030000,0.027000,-0.021000,0
TIC 257060897 b,Transit,2021,3.66002800,0.00000600,-0.00000600,0,0.030000,0.020000,-0.020000,0
TOI-3714 b,Transit,2022,2.15484900,0.00000100,-0.00000100,0,0.030000,0.030000,-0.020000,0
TOI-561 c,Transit,2020,10.77883100,0.00003400,-0.00003600,0,0.030000,0.035000,-0.021000,0
TrES-5 b,Transit,2011,1.48224460,0.00000070,-0.00000070,0,0.030000,,,1
WASP-11 b,Transit,2008,3.72247930,0.00000070,-0.00000070,0,0.030000,,,1
WASP-29 b,Transit,2010,3.92273000,0.00000400,-0.00000400,0,0.030000,0.040000,-0.040000,0
WASP-29 b,Transit,2010,3.92272700,0.00000400,-0.00000400,0,0.030000,0.050000,-0.030000,0
WASP-38 b,Transit,2010,6.87188000,0.00001000,-0.00001000,0,0.030000,0.000000,0.000000,0
WASP-47 e,Transit,2015,0.78963600,0.00001700,-0.00001700,0,0.030000,0.036000,-0.020000,0
WASP-53 b,Transit,2017,3.30984430,0.00000200,-0.00000200,0,0.030000,,,1
WASP-74 b,Transit,2015,2.13775000,0.00000100,-0.00000100,0,0.030000,,,1
YZ Cet b,Radial Velocity,2017,1.96890000,0.00040000,-0.00040000,0,0.030000,0.400000,-0.030000,0
GJ 876 b,Radial Velocity,1998,61.06500000,0.01200000,-0.01200000,0,0.031000,0.001000,-0.001000,0
GJ 876 e,Radial Velocity,2010,124.50000000,1.33000000,-1.33000000,0,0.031000,0.030000,-0.025000,0
HD 12661 c,Radial Velocity,2002,1708.00000000,14.00000000,-14.00000000,0,0.031000,0.022000,-0.022000,0
HD 12661 c,Radial Velocity,2002,1708.00000000,14.00000000,-14.00000000,0,0.031000,0.022000,-0.022000,0
HD 1502 b,Radial Velocity,2011,428.50000000,1.20000000,-1.20000000,0,0.031000,0.022000,-0.022000,0
HD 191939 b,Transit,2020,8.88032560,0.00000470,-0.00000470,0,0.031000,0.010000,-0.011000,0
HD 191939 d,Transit,2020,38.35303700,0.00006000,-0.00006000,0,0.031000,0.018000,-0.012000,0
HD 191939 e,Radial Velocity,2022,101.12000000,0.13000000,-0.13000000,0,0.031000,0.008000,-0.016000,0
HD 34445 f,Radial Velocity,2017,676.80000000,7.90000000,-7.90000000,0,0.031000,0.057000,-0.031000,0
HD 88133 b,Radial Velocity,2004,3.41488400,0.00003000,-0.00003000,0,0.031000,0.021000,-0.021000,0
TOI-1136 b,Transit,2022,4.17278000,0.00024000,-0.00018000,0,0.031000,0.038000,-0.021000,0
tau Gem b,Radial Velocity,2013,305.50000000,0.10000000,-0.10000000,0,0.031000,0.009000,-0.009000,0
WASP-38 b,Transit,2010,6.87181500,0.00004500,-0.00004200,0,0.031400,0.004600,-0.004100,0
47 UMa b,Radial Velocity,1996,1078.00000000,2.00000000,-2.00000000,0,0.032000,0.014000,-0.014000,0
HAT-P-25 b,Transit,2010,3.65283600,0.00001900,-0.00001900,0,0.032000,0.022000,-0.022000,0
HD 108863 b,Radial Velocity,2011,437.70000000,2.80000000,-2.80000000,0,0.032000,0.027000,-0.027000,0
HD 332231 b,Transit,2020,18.71204000,0.00043000,-0.00043000,0,0.032000,0.030000,-0.022000,0
HD 34445 g,Radial Velocity,2017,5700.00000000,1500.00000000,-1500.00000000,0,0.032000,0.080000,-0.032000,0
Kepler-38 b,Transit,2012,105.59900000,0.03800000,-0.05300000,0,0.032000,,,1
TOI-1298 b,Transit,2021,4.53716400,0.00001200,-0.00001200,0,0.032000,0.034000,-0.023000,0
TOI-220 b,Transit,2021,10.69526400,0.00008600,-0.00008600,0,0.032000,0.038000,-0.023000,0
TOI-270 d,Transit,2019,11.37957300,0.00001300,-0.00001300,0,0.032000,0.023000,-0.023000,0
TOI-700 b,Transit,2020,9.97701000,0.00024000,-0.00028000,0,0.032000,0.050000,-0.024000,0
TOI-700 d,Transit,2020,37.42600000,0.00070000,-0.00100000,0,0.032000,0.054000,-0.023000,0
Kepler-46 b,Transit,2012,33.64800000,0.00400000,-0.00500000,0,0.032100,0.006900,-0.007800,0
Kepler-117 c,Transit,2014,50.79039100,0.00001400,-0.00001400,0,0.032300,0.003300,-0.003300,0
GJ 876 b,Radial Velocity,1998,61.11660000,0.00860000,-0.00860000,0,0.032400,0.001300,-0.001300,0
HAT-P-25 b,Transit,2010,3.65283600,0.00001900,-0.00001900,0,0.033000,,,1
HD 13931 b,Radial Velocity,2009,4460.00000000,77.00000000,-67.00000000,0,0.033000,0.030000,-0.017000,0
KELT-24 b,Transit,2019,5.55149180,0.00000860,-0.00000860,0,0.033000,0.012000,-0.012000,0
Kepler-1705 b,Transit,2014,9.03502000,0.00065000,-0.00064000,0,0.033000,0.073000,-0.020000,0
Kepler-36 c,Transit,2012,16.23855000,0.00038000,-0.00054000,0,0.033000,,,1
TOI-700 c,Transit,2020,16.05109800,0.00008900,-0.00009200,0,0.033000,0.063000,-0.025000,0
GJ 876 b,Radial Velocity,1998,60.83000000,0.01900000,-0.01900000,0,0.033800,0.002500,-0.002500,0
CoRoT-27 b,Transit,2014,3.57532000,0.00006000,-0.00006000,0,0.034000,,,1
HAT-P-16 b,Transit,2010,2.77597024,0.00000066,-0.00000066,0,0.034000,0.003000,-0.003000,0
HD 108236 c,Transit,2020,6.20344900,0.00004900,-0.00004600,0,0.034000,0.042000,-0.025000,0
HD 191939 c,Transit,2020,28.57974300,0.00004500,-0.00004500,0,0.034000,0.034000,-0.013000,0
HD 70642 b,Radial Velocity,2003,2068.00000000,39.00000000,-39.00000000,0,0.034000,0.043000,-0.043000,0
HD 75289 b,Radial Velocity,1999,3.50926700,0.00006400,-0.00006400,0,0.034000,0.029000,-0.029000,0
TOI-270 b,Transit,2019,3.36015380,0.00000480,-0.00000480,0,0.034000,0.025000,-0.025000,0
HD 188641 b,Radial Velocity,2022,14583.81038324,3328.20987642,-2616.26788494,0,0.034325,0.058858,-0.087998,0
HAT-P-12 b,Transit,2009,3.21305929,0.00000035,-0.00000035,0,0.035000,,,1
HAT-P-30 b,Transit,2011,2.81059500,0.00000500,-0.00000500,0,0.035000,0.024000,-0.024000,0
HD 126525 b,Radial Velocity,2018,960.41000000,6.19000000,-6.33000000,0,0.035000,0.039000,-0.024000,0
KELT-3 b,Transit,2013,2.70339000,0.00001000,-0.00001000,0,0.035000,,,1
KELT-8 b,Transit,2015,3.24406000,0.00016000,-0.00016000,0,0.035000,0.050000,-0.025000,0
Kepler-14 b,Transit,2011,6.79012300,0.00000430,-0.00000430,0,0.035000,0.020000,-0.020000,0
Kepler-47 b,Transit,2012,49.53200000,0.04000000,-0.02700000,0,0.035000,,,1
WASP-5 b,Transit,2008,1.62842290,0.00000430,-0.00000390,0,0.035100,,,1
Kepler-46 c,Transit Timing Variations,2012,57.32500000,0.11600000,-0.09800000,0,0.035400,0.005700,-0.005900,0
rho CrB b,Radial Velocity,1997,39.84324000,0.00067000,-0.00066000,0,0.035500,0.003500,-0.003700,0
Kepler-453 b,Transit,2015,240.50300000,0.05300000,-0.05300000,0,0.035900,0.008800,-0.008800,0
55 Cnc e,Radial Velocity,2004,0.73654450,0.00000140,-0.00000150,0,0.036000,0.034000,-0.025000,0
CoRoT-1 b,Transit,2008,1.50896820,0.00000050,-0.00000050,0,0.036000,,,1
CoRoT-14 b,Transit,2010,1.51214000,0.00013000,-0.00013000,0,0.036000,,,1
